id;nazwa;miasto;kod;link www;e-mail;tel 1;tel 2;fax;x;y;ulica;numer
6132;Kolonia Zrêby 50-53;Gdañsk;80-133;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350009;18.606393;Kolonia Zrêby;50-53
6133;Wawelska 8;Gdañsk;80-034;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328198;18.609226;Wawelska;8
6134;Szara 7A;Gdañsk;80-116;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348773;18.610753;Szara;7A
6135;Œwiêtokrzyska 1 (Stacja SHELL);Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326577;18.610125;Œwiêtokrzyska;1
6136;Szara 7F;Gdañsk;80-116;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348716;18.609183;Szara;7F
6137;Szara 30;Gdañsk;80-116;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348361;18.611378;Szara;30
6138;Platynowa 19;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325698;18.624641;Platynowa;19
6139;Platynowa 21;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326135;18.624903;Platynowa;21
6140;Szara 32-33;Gdañsk;80-116;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348275;18.612253;Szara ;32-33
6141;Platynowa 26;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325488;18.627957;Platynowa;26
6142;Struga 16;Gdañsk;80-116;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346973;18.604575;Struga;16
6143;Czirenberga 1;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325088;18.625248;Czirenberga;1
6144;Pobiedzisko 18;Gdañsk;80-113;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346308;18.616608;Pobiedzisko;16
6145;Hoene 1;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326382;18.623671999999942;Hoene;1
6146;Malczewskiego 131;Gdañsk;80-107;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349241;18.629500;Malczewskiego;131
6147;Hoene 5;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327521;18.623522;Hoene;5
6148;Ogiñskiego 16;Gdañsk;80-114;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347947; 18.611515;Ogiñskiego;16
6149;Krzemowa 21;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326654;18.623056;Krzemowa;21
6150;Kartuska 26;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349562;18.632569;Kartuska;26
6151;Rozra¿ewskiego 4;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325741;18.621805;Rozra¿ewskiego;4
6152;Malczewskiego 139;Gdañsk;80-107;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348867;18.631529;Malczewskiego;139
6153;Platynowa 16;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.324800;18.621295;Platynowa;16
6154;£ostowicka 4 stacja Shell;Gdañsk;80-121;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347047;18.603792;£ostowicka;4
6155;Krzemowa 4;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325592;18.618808;Krzemowa;4
6156;Piekarnicza 2;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351978;18.590763;Piekarnicza;2
6157;Uranowa 1;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325152;18.619485;Uranowa;1
6158;Uranowa 3;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326421;18.620225;Uranowa;3
6159;Piekarnicza 30-40 Miejsce postojowe nr 73;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349938;18.581972;Piekarnicza ;30-40
6160;Uranowa 5;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327239;18.620209;Uranowa ;5
6161;Piekarnicza 19-21;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349545;18.583277;Piekarnicza ;19-21
6162;Uranowa 9;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328333;18.620871;Uranowa ;9
6163;Dominika 3;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327238;18.621947;Dominika;3
6164;Wiewiórcza 5;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349139;18.580480;Wiewiórcza;5
6165;Mi³osza 41;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346583;18.590007;Mi³osza;41
6166;Dominika 7;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327796;18.622016;Dominika;7
6167;Mi³osza 45;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.347390;18.588928;Mi³osza;45
6168;Mi³osza 47;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348599;18.588383;Mi³osza;47
6169;3 Brygady Szczerbca 6;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322061;18.620204;3 Brygady Szczerbca;6
6170;Mi³osza 51;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.348705;18.588179;Mi³osza ;51
6171;Dywizji Wo³yñskiej 8;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323331;18.618271;Dywizji Wo³yñskiej;8
6172;Myœliwska 15-17;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.346656;18.581898;Myœliwska;15-17
6173;Strzelców Karpackich 1;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323809;18.617353;Strzelców Karpackich;1
6174;Myœliwska 22;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.349219;18.582119;Myœliwska;22
6175;Zygmunta Rumla 15;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322487;18.614216;Zygmunbta Rumla;15
6176;Myœliwska 26AB;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.350183;18.580407;Myœliwska ;26AB
6177;Zygmunta Rumla 15 (za szlabanem);Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322780;18.613487;Zygmunbta Rumla;15
6178;Wilanowska 2;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.336068;18.599262;Wilanowska ;2
6179;Zygmunta Rumla 18;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322002;18.612801;Zygmunta Rumla;18
6180;Wilanowska 4;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.335422;18.599841;Wilanowska;4
6181;Wilanowska 7;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.334672;18.602792;Wilanowska ;7
6182;Dywizji Wo³yñskiej 30;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.320322;18.610818;Dywizji Wo³yñskiej;30
6183;Wilanowska 12;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.334106;18.600902;Wilanowska ;12
6184;Dywizji Wo³yñskiej 22;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322458;18.615036;Dywizji Wo³yñskiej;22
6185;Rogaliñskiego 3 Przychodnia;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329583;18.600098;Rogaliñskiego;3
6186;Dywizji Wo³yñskiej 27;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321665;18.614271;Dywizji Wo³yñskiej;27
6187;Platynowa 6;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325262;18.613314;Platynowa;6
6188;Okulickiego 2;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325165;18.612174;Okulickiego;2
6189;Antczaka 3;Gdañsk;80-001;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323748;18.612165;Antczaka;3
6190;Antczaka 7;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.324207;18.613773;Antczaka;7
6191;Bruskiego 16;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.321921;18.608663;Bruskiego;16
6192;Bruskiego 10;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322129;18.609227;Bruskiego;10
6193;Kurierów Armii Krajowej 7;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325853;18.609985;Kurierów Armi Krajowej;7
6194;Dru¿yn Strzeleckich;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323153;18.594233;Dru¿yn Strzeleckich;
6195;Sosnkowskiego 11;Gdañsk;80-041;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.32357;18.607375000000047;Sosnkowskiego;11
6197;Diamentowa 13;Gdañsk;80-028;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326475;18.628731;Diamentowa;13
6198;Diamentowa 3;Gdañsk;80-028;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327191;18.631706;Diamentowa;3
6199;Diamentowa 7;Gdañsk;80-028;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326763;18.629656;Diamentowa;7
6200;Raduñska 42;Gdañsk;80-021;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323295;18.629761;Raduñska;42
6201;Raduñska 19;Gdañsk;80-027;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326559;18.631661;Raduñska ;19
6202;Raduñska 9;Gdañsk;80-027;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328317;18.632257;Raduñœka;9
6203;Rubinowa 1;Gdañsk;80-033;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325830;18.631200;Rubinowa;1
6204;Szafirowa 2;Gdañsk;80-022;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.324771;18.630817;Szafirowa;2
6205;Piaskowa 10;Gdañsk;80-025;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329170;18.629241;Piaskowa;10
6206;Ma³omiejska 45;Gdañsk;80-037;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330125;18.625974;Ma³omiejska;45
6207;Ma³omiejska 8A;Gdañsk;80-037;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330654;18.628584;Ma³omiejska;8A
6208;Nakielska 1;Gdañsk;80-029;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329975;18.627680;Nakielska ;1
6209;Rogaliñska 7-8;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76; 54.330163;18.599485;Rogaliñska;08-lip
6210;Rogaliñska 4;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331271;18.600271;Rogaliñska;4
6211;Rogaliñska 19-21;Gdañsk;80-809;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331725;18.597114;Rogaliñska;19-21
6212;Radomska/Ciechanowska;Gdañsk;80-108;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327537;18.598925;Radomska/Ciechanowska;
6213;P³ocka 5/Tarnowska 1e;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326953;18.596035;P³ocka/Tarnowska;5/1e
6214;P³ocka 11;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.326119;18.593081;P³ocka;11
6215;Kaliska 8;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.324985;18.595035;Kaliska;8
6216;Zamojska 15;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.325607;18.592079;Zamojska;15
6217;Przemyska 10;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327610;18.591950;Przemyska;10
6218;Przemyska 12;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327567;18.593797;Przemyska;12
6219;Przemyska 30-26;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328713;18.592883;Przemyska;26-30
6220;Przemyska 41;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330577;18.592538;Przemyska;41
6221;Przemyska 55;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330798;18.592178;Przemyska;55
6222;Przemyska 47;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331247;18.591998;Przemyska;47
6223;Przemyska 49;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331198;18.592598;Przemyska;49
6224;P³ocka 6 (gara¿e);Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.327574;18.595791;P³ocka;6
6226;£ódzka 40;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.329106;18.597051;£ódzka;40
6227;Ujeœcisko 5;Gdañsk;80-130;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.344506;18.590136;Ujeœcisko;5
6228;S³oneczna Dolina 12;Gdañsk;80-126;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343539;18.588916;S³oneczna Dolina;12
6229;Ujeœcisko 18;Gdañsk;80-130;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.343958;18.591950;Ujeœcisko;18
6230;3 Maja 7 (Komenda Policji);Gdañsk;80-802;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354617;18.641564;3 Maja;7
6231;3 Maja 9 (Urz¹d Miejski);Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.354579;18.642226;3 Maja ;9
6232;Nowe Ogrody 8/12;Gdañsk;80-803;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.351461;18.640821;Nowe Ogrody;12-sie
6234;Kurkowa 12;Gdañsk;80-803;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352478;18.640518;Kurkowa;12
6235;Kurkowa 12 Areszt Œledczy;Gdañsk;80-803;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.352953;18.638839;Kurkowa;12
6236;Gradowa 6;Gdañsk;80-802;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.358510;18.640353;Gradowa;6
6237;3 Maja 24/25;Gdañsk;;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.359137;18.643089;3 Maja;24/25
6238;Sucha 29;Gdañsk;80-531;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.393703;18.645758;Sucha;29
6239;Starowiejska 41;Gdañsk;80-534;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.391005;18.648831;Starowiejska;41
6240;Za³ogowa 1 (MRKS);Gdañsk;80-557;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.382626;18.644204;Za³ogowa ;1
6241;Szklana Huta 2;Gdañsk;80-529;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.390028;18.649712;Szklana Huta ;2
6242;PGE Arena;Gdañsk;80-560;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388925;18.640517;¯aglowa;30-32
6243;Zielony Trójk¹t 1 - Szko³a Podstawowa 69;Gdañsk;80-869;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378963;18.629382;Zielony Trójk¹t;1
6244;Twarda 18;Gdañsk;80-871;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375297;18.632881;Twarda ;18
6245;Twarda 17;Gdañsk;80-871;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.375298;18.633006;Twarda;17
6246;Miko³aja Reja 30;Gdañsk;80-870;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379525;18.630689;Miko³aja Reja;30
6247;Miko³aja Reja 28;Gdañsk;80-870;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379618;18.629963;Miko³aja Reja;28
6248;Miko³aja Reja 26;Gdañsk;80-870;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379688;18.629343;Miko³aja Reja;26
6249;Bohomolca 2 ;Gdañsk;80-410;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388132;18.628768;Bohomolca;2
6250;Klonowicza 1;Gdañsk;80-405;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.383572;18.626823;Klonowicza;1
6251;Klonowicza 3;Gdañsk;80-405;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.384160;18.626537;Klonowicza;3
6252;Okrzei 4 (parking);Gdañsk;80-404;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.377417;18.624261;Okrzei;4
6253;Baczyñskiego 6;Gdañsk;80-410;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.389617;18.624440;Baczyñskiego;6
6254;Baczyñskiego 12;Gdañsk;80-410;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.389698;18.627789;Baczyñskiego;12
6255;Hallera 165;Gdañsk;80-416;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388227;18.623390;Hallera;165
6256;Koœciuszki 109;Gdañsk;80-427;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387398;18.623737;Koœciuszki;109
6257;Koœciuszki 118;Gdañsk;80-427;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387925;18.627180;Koœciuszki;118
6258;Koœciuszki 111;Gdañsk;80-427;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387509;18.625698;Koœciuszki;111
6259;Hallera 139;Gdañsk;80-416;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.385945;18.623287;Hallera;139
6260;Hallera 115-127;Gdañsk;80-416;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.384564;18.622907;Hallera;115-127
6261;Hallera 107;Gdañsk;80-416;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.382297;18.624141;Hallera;107
6262;Hallera 201 Gedania;Gdañsk;80-416;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.396017;18.623099;Hallera;201
6263;Kliniczna 1 Szpital;Gdañsk;80-402;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.376033;18.625667;Kliniczna;1
6264;Kopernika 9-9A;Gdañsk;80-208;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363431;18.634285;Kopernika;9-9A
6265;Orzeszkowej 21;Gdañsk;80-208;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363413;18.632338;Orzeszkowej ;21
6266;Dêbowa 7;Gdañsk;80-204;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360976;18.629912;Dêbowa;7
6267;Lili Wenedy 18;Gdañsk;80-419;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.385734;18.616871;Lili Wenedy;18
6268;Dêbowa 9;Gdañsk;80-204;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.361248;18.627517;Dêbowa;9
6269;Orzeszkowej 18;Gdañsk;80-208;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.362763;18.630944;Orzeszkowej ;18
6270;Chrobrego 9A;Gdañsk;80-423;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.384460;18.615532;Chrobrego;9A
6271;Dêbowa 23;Gdañsk;80-208;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.360397;18.623769;Dêbowa;23
6272;Dêbinki 2;Gdañsk;80-211;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.363524;18.629171;Dêbinki;2
6273;Koœciuszki 61;Gdañsk;80-445;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387378;18.614911;Tadeusza Koœciuszki;61
6274;Dêbinki 7 GUMed;Gdañsk;80-211;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.365823;18.621539;Dêbinki;7
6275;Sk³odowskiej-Curie 3a;Gdañsk;80-210;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.366306;18.629432;Sk³odowskiej-Curie;3a
6276;Hoene-Wroñskiego 1;Gdañsk;80-210;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.366050;18.628749;Hoene-Wroñskiego;1
6277;Legionów 17;Gdañsk;80-444;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387814; 18.610646;Legionów;17
6278;Wroñskiego 4;Gdañsk;80-210;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.365860;18.629806;Wroñskiego;4
6279;Mickiewicza 6;Gdañsk;80-425;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.383536;18.616774;Adama Mickiewicza;6
6280;Tuwima 15;Gdañsk;80-210;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.365861;18.631297;Tuwima;15
6281;Aleja Zwyciêstwa 41-42;Gdañsk;80-210;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.366689;18.632614;Aleja Zwyciêstwa;41-42
6282;Koœciuszki 8B ;Gdañsk;80-451;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.385776;18.603395;Tadeusza Koœciuszki;8B
6283;Goszyñska 1 (sklep);Gdañsk;80-174;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.328483;18.551547;Goszyñska;1
6284;Koœciuszki 9;Gdañsk;80-451;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.385238;18.605238;Tadeusza Koœciuszki;9
6285;Leszczynowa 54-56;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.334271;18.559780;Leszczynowa;54-56
6286;Koœciuszki 103-103A;Gdañsk;80-421;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387458;18.621703;Tadeusza Koœciuszki;103-103A
6287;Leszczynowa 84-86;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331825;18.558005;Leszczynowa;84-86
6288;Koœciuszki 102;Gdañsk;80-421;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388157;18.620424;Tadeusza Koœciuszki;102
6289;Leszczynowa 90;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331360;18.557125;Leszczynowa;90
6290;Koœciuszki 91-93;Gdañsk;80-421;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.387651;18.619828;Koœciuszki ;91-93
6291;Jab³oniowa 13;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330581;18.556358;Jab³oniowa;13
6292;Chrobrego 12;Gdañsk;80-423;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.384693;18.615219;Boles³awa Chrobrego ;12
6293;Jab³oniowa 17;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330618;18.556336;Jab³oniowa;17
6294;Jab³oniowa 21;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330594;18.556291;Jab³oniowa ;21
6295;Koœciuszki 76;Gdañsk;80-446;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.388447; 18.615387;Tadeusza Koœciuszki;76
6296;Jab³oniowa 23;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.331029;18.563647;Jab³oniowa;23
6297;Jab³oniowa 23;Gdañsk;80-175;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330583;18.564344;Jab³oniowa;23
6298;Chrobrego 80;Gdañsk;80-414;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.390781; 18.616955;Boles³awa Chrobrego ;80
6299;Potêgowska 12;Gdañsk;80-174;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.330335;18.551279;Potêgowska;12
6300;Rental Park;Gdañsk;80-244;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.378039;18.606496;Grunwaldzka ;92/98
6301;Leskiego 21;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323273;18.558320;Leskiego;21
6302;Górnicza 2;Gdañsk;80-415;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.391456;18.621450;Górnicza;2
6303;Guderskiego 51;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.322061;18.560155;Guderskiego;51
6304;Leczkowa 24-32;Gdañsk;80-432;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.379390;18.617949;Leczkowa;24-32
6305;Guderskiego 68-70;Gdañsk;80-180;www.zut.com;zut@zut.com.pl;326-01-00;326-01-11;322-15-76;54.323535;18.556935;Guderskiego;68-70
